subject,predicate,object,subject_name,object_name,KG_type,relation,category,classifier,auc_roc,log_odds_ratio,log_odds_ratio_95_ci_lower,log_odds_ratio_95_ci_upper,log_odds_ratio_95_ci,adjusted_p_value,positive_patient_count,negative_patient_count,total_sample_size,positive_patient_text,negative_patient_text,all_patient_text,,primary_knowledge_source,knowledge_level,agent_type
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005130,beclomethasone,celiac disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,1.2559,1.246,1.266,"[1.246,1.266]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005392,beclomethasone,scoliosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,1.1578,1.14,1.175,"[1.14,1.175]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0004979,beclomethasone,asthma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.3076,0.289,0.326,"[0.289,0.326]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0019369,beclomethasone,complex regional pain syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.2772,0.263,0.291,"[0.263,0.291]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005302,beclomethasone,attention deficit hyperactivity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.1455,0.113,0.178,"[0.113,0.178]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005146,beclomethasone,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.1234,0.103,0.144,"[0.103,0.144]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0004975,beclomethasone,alzheimers disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.1162,0.092,0.14,"[0.092,0.14]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0008383,beclomethasone,rheumatoid arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.1076,0.095,0.12,"[0.095,0.12]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0009693,beclomethasone,multiple myeloma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.106,0.086,0.126,"[0.086,0.126]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0009061,beclomethasone,cystic fibrosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0888,0.067,0.11,"[0.067,0.11]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005178,beclomethasone,osteoarthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0791,0.043,0.115,"[0.043,0.115]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,FB:FBgn0001201,beclomethasone,hiv,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0652,0.031,0.099,"[0.031,0.099]",1.00E-04,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005101,beclomethasone,ulcerative colitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0535,0.008,0.099,"[0.008,0.099]",0.02,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005404,beclomethasone,chronic fatigue syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0478,-0.001,0.097,"[-0.001,0.097]",0.056,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0002406,beclomethasone,eczema,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0451,-0.013,0.104,"[-0.013,0.104]",0.131,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0019118,beclomethasone,retinal dystrophy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0444,0.011,0.078,"[0.011,0.078]",0.009,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005010,beclomethasone,chronic ischemic heart disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0431,-0.022,0.108,"[-0.022,0.108]",0.191,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0004952,beclomethasone,hodgkin disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0296,-0.021,0.08,"[-0.021,0.08]",0.249,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005083,beclomethasone,psoriasis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0244,-0.048,0.097,"[-0.048,0.097]",0.511,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0004981,beclomethasone,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0219,-0.05,0.094,"[-0.05,0.094]",0.554,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0018177,beclomethasone,glioblastoma multiforme,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.016,-0.009,0.041,"[-0.009,0.041]",0.203,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0007915,beclomethasone,systemic lupus erythematosus,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.015,-0.118,0.148,"[-0.118,0.148]",0.826,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,beclomethasone,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0121,-0.223,0.247,"[-0.223,0.247]",0.92,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005300,beclomethasone,chronic kidney disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0117,-0.065,0.088,"[-0.065,0.088]",0.764,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0002909,beclomethasone,hyperglycemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0113,-0.017,0.04,"[-0.017,0.04]",0.44,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0013282,beclomethasone,alpha 1 antitrypsin deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0106,-0.075,0.096,"[-0.075,0.096]",0.807,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0004609,beclomethasone,herpes simplex,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0093,-0.231,0.249,"[-0.231,0.249]",0.94,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005298,beclomethasone,osteoporosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.008,-0.106,0.122,"[-0.106,0.122]",0.891,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005388,beclomethasone,primary biliary cholangitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0076,-0.109,0.124,"[-0.109,0.124]",0.898,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0002277,beclomethasone,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0063,-0.109,0.122,"[-0.109,0.122]",0.914,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0011786,beclomethasone,allergic rhinitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0041,-0.21,0.218,"[-0.21,0.218]",0.97,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005546,beclomethasone,fibromyalgia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.003,-0.306,0.312,"[-0.306,0.312]",0.985,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0011429,beclomethasone,juvenile idiopathic arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0028,-0.186,0.192,"[-0.186,0.192]",0.977,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005009,beclomethasone,heart failure,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0023,-0.24,0.245,"[-0.24,0.245]",0.985,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,UMLS:C1561642,beclomethasone,chronic kidney disease v,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0022,-0.18,0.184,"[-0.18,0.184]",0.981,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005364,beclomethasone,graves disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.002,-0.261,0.265,"[-0.261,0.265]",0.988,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0003620,beclomethasone,peripheral neuropathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,0.0011,-0.161,0.163,"[-0.161,0.163]",0.989,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0007186,beclomethasone,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,7.00E-04,-1.046,1.047,"[-1.046,1.047]",0.999,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0005133,beclomethasone,endometriosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,5.00E-04,-0.703,0.704,"[-0.703,0.704]",0.999,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0243494,biolink:associated_with_increased_likelihood_of,MONDO:0002869,beclomethasone,heart valve disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.898054948,4.00E-04,-0.579,0.58,"[-0.579,0.58]",0.999,453600,21511100,21964700,"Sample size with beclomethasone, approximately: 453600","Sample size without beclomethasone, approximately: 21511100",All patients number is approximately: 21964700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0000424,baricitinib,vitamin b12 deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,1.9887,1.958,2.019,"[1.958,2.019]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0021187,baricitinib,hyperlipidemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,1.3162,1.283,1.349,"[1.283,1.349]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0008487,baricitinib,polycystic ovarian disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.7092,0.682,0.736,"[0.682,0.736]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0003620,baricitinib,peripheral neuropathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.4842,0.459,0.509,"[0.459,0.509]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0009891,baricitinib,polycythemia vera,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.391,0.358,0.424,"[0.358,0.424]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0011122,baricitinib,obesity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.3209,0.289,0.353,"[0.289,0.353]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0019369,baricitinib,complex regional pain syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.2904,0.25,0.331,"[0.25,0.331]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0005178,baricitinib,osteoarthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.2372,0.193,0.281,"[0.193,0.281]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,UMLS:C1561642,baricitinib,chronic kidney disease v,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.1914,0.165,0.218,"[0.165,0.218]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0005180,baricitinib,parkinsons disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.1201,0.089,0.152,"[0.089,0.152]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0005546,baricitinib,fibromyalgia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.1057,0.054,0.158,"[0.054,0.158]",1.00E-04,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0005298,baricitinib,osteoporosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.0255,-0.057,0.108,"[-0.057,0.108]",0.546,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0002277,baricitinib,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.0198,-0.164,0.204,"[-0.164,0.204]",0.833,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,baricitinib,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.0088,-0.281,0.298,"[-0.281,0.298]",0.953,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0005002,baricitinib,chronic obstructive pulmonary disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.0052,-0.495,0.505,"[-0.495,0.505]",0.984,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0248873,biolink:associated_with_increased_likelihood_of,MONDO:0005404,baricitinib,chronic fatigue syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.991354085,0.0018,-0.598,0.601,"[-0.598,0.601]",0.995,69400,21766000,21835400,"Sample size with baricitinib, approximately: 69400","Sample size without baricitinib, approximately: 21766000",All patients number is approximately: 21835400,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0007903,azithromycin,li fraumeni syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.7503,0.742,0.758,"[0.742,0.758]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0015263,azithromycin,brugada syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.7486,0.744,0.754,"[0.744,0.754]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0008738,azithromycin,congenital aganglionic megacolon,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.5498,0.545,0.555,"[0.545,0.555]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0005180,azithromycin,parkinsons disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.3125,0.305,0.32,"[0.305,0.32]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0007947,azithromycin,marfan syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.276,0.271,0.281,"[0.271,0.281]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0009891,azithromycin,polycythemia vera,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.2233,0.219,0.228,"[0.219,0.228]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0008644,azithromycin,22q11 2 deletion syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.2179,0.213,0.223,"[0.213,0.223]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0242518,biolink:associated_with_increased_likelihood_of,MONDO:0018177,azithromycin,glioblastoma multiforme,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.831063196,0.2017,0.197,0.206,"[0.197,0.206]",1.00E-04,4894900,18930100,23825000,"Sample size with azithromycin, approximately: 4894900","Sample size without azithromycin, approximately: 18930100",All patients number is approximately: 23825000,,infores:isb-EHRMLA-data,prediction,computational_model
